seed,objective,max_standardized_mean_difference,max_theme_TV,max_model_exposure_deviation,MostPop_HA_gap,BPR_HA_gap,LightGCN_HA_gap
20271975,1.0722516944866938,0.0257171312526275,0.033693919766995144,0.3319978945278579,0.43768335062887825,-0.004316655614056462,0.010418251181456622
20271766,1.0727387714407746,0.030744853098387884,0.035194336850540936,0.3297341376888584,-0.42312560322237425,-0.0777730133707303,0.044931670052535656
20271743,1.0727886913814633,0.017713743463153103,0.03836801150932066,0.332507643551443,0.48371852131507226,-0.04228176280639014,0.011701638373012652
20271866,1.074385884470535,0.019603223837927043,0.03395699568734944,0.3346157223671946,0.39260845619361767,-0.10172452654353954,0.07215611769517515
20271849,1.0773860316864503,0.027908228941335423,0.03722964657939092,0.33121111095867617,-0.07861158564653735,0.024108746850139286,0.016058155075457006
20272170,1.0796802557001848,0.016895902854073018,0.035824820897123175,0.33634904050014236,0.17541234680267978,0.03802922825652962,0.014819788487249765
20271801,1.0797149568431144,0.014123218564498032,0.03622436039942801,0.3370850658931581,-0.42904714012739564,0.003169765344750501,0.08410500096485914
20271865,1.083901379512676,0.038057939520555105,0.03683654673108401,0.3301962066318316,0.6164762263483299,0.025954011532745635,-0.04154327686005343
20271763,1.0918212645002863,0.01970018785641148,0.032255910244423674,0.3412457370924131,0.7060691677419316,0.01690388844392241,0.015268541712539694
20271771,1.0929677828258648,0.012601116015974839,0.034692668181888126,0.3427758881790193,0.5207243393277958,-0.07398067165842294,0.005714720970169894
20272186,1.0959091338264837,0.02124478442975661,0.03632963803926806,0.34005663077927506,-0.705706397869013,-0.026747623974488238,-0.0232797044274745
20271969,1.097620832473421,0.025036660171775204,0.03623439894593033,0.33941085796091675,0.018903634441515965,0.03261437342691531,-0.010374445358540735
20271753,1.1017389242385334,0.021720352795688784,0.03408849574097606,0.3429619426104602,0.5089311766204897,0.03426135720540117,-0.016257821458621022
20271742,1.1098955932985344,0.012489855165988915,0.03101246835639203,0.3502956785326524,0.6317252746879632,-0.022419988232646147,0.020942963069314736
20271744,1.1106733106603068,0.021589926764599636,0.03629772072371187,0.34487893427004646,-0.3513464707064966,-0.02601411622586737,0.04054508828261401
20271765,1.1133277222347142,0.017899826022193848,0.0300144245573797,0.35013541979215024,-0.601579192349105,-0.006341083196214294,0.042739105868741016
20272173,1.113950564222851,0.018841052179327026,0.03629613310818328,0.3468884374604164,-0.4303951358767737,-0.015414160628803734,-7.2984705188142e-05
20271826,1.1163764180776998,0.026543764485061364,0.03555700888774822,0.34549904675367205,-0.06284993026562244,-0.07805218091208112,0.018629474369105822
20271824,1.1279937243984783,0.021945472897564926,0.03112060905569653,0.35312244597245623,0.6773012328176513,0.03133204894318402,-0.017637604238120386
20272111,1.133652141972715,0.007163690885916664,0.034526512621877926,0.3582328940513272,0.295873503690529,-0.04628115693405613,-0.016825282231909523
20272001,1.1372906907543079,0.0157432016647569,0.033992253238947515,0.3568530364103766,0.24161064610089195,0.027375361972172742,0.012077083598755901
20272190,1.1534508389870946,0.021102337479024125,0.03342136720900535,0.36073881689818743,0.21083178696861976,-0.0159868347406551,-0.038956073604824455
20271863,1.1546010395843962,0.01580812240295819,0.03662867612710111,0.36128330099692885,-0.4847399729356496,0.0014839291690112695,0.01061584489489935
20271780,1.1575327042412682,0.01182844401407874,0.039500231118468454,0.3621513045164956,0.25019033487575043,-0.07283963957604334,0.03448428842365518
20271919,1.1626011152580984,0.01898414671892943,0.039168816376878524,0.3616212479912837,0.1706400236935816,-0.04043643071233393,0.03907289116360207
20272099,1.165350704825887,0.014246959070409616,0.04026980098837985,0.3635663480909692,0.5900925533684399,0.0694147838540023,0.005112925854068584
20271925,1.1674198608200232,0.0243898871455558,0.036930679845064776,0.3625446513022901,-0.6686938544938686,-0.08172125034801846,0.0008822654974213262
20272086,1.169191648351938,0.017377798103795344,0.03262518248101941,0.3676253588422045,-0.49578368320298916,-0.011382239859105643,-0.006687678694582022
20271907,1.1693911751135957,0.01662008941118001,0.03155345280734798,0.3684803021637979,-0.019355605741252765,0.06258033177226895,0.02154705066050938
20271902,1.178035061884843,0.022633286541925424,0.040370289024069105,0.3649487806022713,-0.3206044717576433,0.029492922621944775,-0.02100681317682519
20271955,1.1799523629132913,0.019120177435020067,0.04009832067291708,0.3668949014896319,0.5664177946516742,0.019441957516502205,0.004820025805802067
20271968,1.1891596948805345,0.01200360831847953,0.032220130920306386,0.3762752967271985,-0.4784346404455522,-0.06637609336271603,-0.02718007862550318
20271733,1.1899394460144384,0.024101962603962017,0.030452784827033525,0.373386102056642,-0.5007903241078678,-0.04784450762293366,0.00014636331585003934
20272046,1.1912260057587005,0.022786829101252765,0.041538667022839586,0.3687103920410628,0.02583499957259803,-0.06452668309323685,-0.023331640391355577
20272108,1.1918499148398354,0.02030710596331438,0.0395729225036251,0.37072780837369446,-0.3940219238881449,-0.06566094455640357,0.027372284497936567
20272064,1.1957231804659674,0.014108756234185992,0.03509673863188125,0.3763231054279865,0.22463982426230217,-0.07805917917874264,0.03816788690235177
20271943,1.1967495704706423,0.01701214138208873,0.03432616535327901,0.37608272701954504,-0.2830646538286448,-0.025882810781955607,-0.0033043419064850343
20272011,1.1977687786780884,0.020105114396562,0.03456255060245773,0.3752732794592799,-0.0973575987203326,0.0782928330986964,-0.002357476438069787
20272177,1.204975352670869,0.01608298920056457,0.03195318407220261,0.3803208624540002,0.7228348985510857,0.05748021975591691,0.019204101282560927
20272154,1.2073364528692632,0.028813930744074692,0.03693067984506479,0.3743755007858638,0.637980134180882,-0.02535812432878668,0.00022543063876919258
20271990,1.216366124231984,0.014155034673940635,0.036831444955340506,0.3823213073750109,0.18526493725289636,-0.08296392484620099,0.021454979126100747
20272167,1.2165004178837042,0.015406294341610224,0.03462752688968056,0.3830509444025244,-0.5228606202982534,-0.02052049624427147,0.050090686920348
20272069,1.217297277985169,0.024555649979345305,0.038498106790780154,0.3783314892732178,-0.4793968754215814,0.050365672443622035,-0.017127592301933968
20271850,1.2231499370263503,0.011599568604436047,0.03512755442767462,0.3862863455934674,0.09722461553910189,0.08867164733572883,-0.002757368957733238
20272217,1.2261264509541512,0.016640458274415376,0.036096048955641086,0.3851139730820914,-0.398756760969605,0.020287774951794544,-0.0016283608647781264
20272196,1.2272434641397834,0.016122194852793953,0.03552824896487246,0.3859429652798936,-0.5852732728803592,-0.010994725548848882,0.003131704333692516
20271745,1.227379329303284,0.025566712196394992,0.0392313398873016,0.38098853575864555,0.2159953506124002,0.012083496450263702,0.0028503831685646923
20271754,1.2274304689291609,0.012879124914823027,0.030350419302193926,0.38967523835368234,-0.7000037127290748,0.01616907574495413,-0.004198825769794091
20272211,1.2364710048735312,0.013396408248968374,0.035968201309649034,0.38970743155336307,0.6886736142648223,0.02280119867765516,-0.031744624254163016
20272045,1.2453148082989762,0.02397116280738501,0.03302446332686171,0.3906023168337662,-0.7667221524218701,-0.020452082485994325,-0.005104577047622321
20272066,1.2460771247615008,0.02253978849224992,0.03415949693993795,0.39076603028644796,-0.3506966143629046,0.010901034037843068,-0.0032624969777147943
20271887,1.2516699518093872,0.01486920453133749,0.0335915587017497,0.3954711364084751,0.4696271327762551,0.014072265119721664,0.039946240572617586
20272021,1.2565443420426559,0.022382617668424414,0.028345399137023927,0.3972145418895652,-0.4884506581922251,0.0076175166890941354,0.01084609059187758
