seed,objective,max_standardized_mean_difference,max_theme_TV,max_model_exposure_deviation,MostPop_HA_gap,BPR_HA_gap
20332119,0.9121730762876713,0.0205268677245175,0.04255489021956089,0.27593795774460417,-0.42686274494676607,-0.012591285288492621
20331764,0.912308284864291,0.014880265309255961,0.033964776817114614,0.2821602847764544,0.5075626914998967,0.07134414830978568
20332102,0.9157988448188541,0.01733999393666391,0.041004212236551964,0.27898417750912075,0.4116164407352969,0.01647543674872987
20331894,0.922656378778683,0.0183281265276107,0.034936558306028855,0.283974471597343,-0.47671342309337755,-0.2218324321662397
20331971,0.9264085866142908,0.01778088256325237,0.04179143549082579,0.28198018360493327,-0.4557318269272797,0.08967506365352798
20331842,0.9278358523348632,0.01925599948525489,0.037965257414278905,0.28387732224273,-0.33012781594508966,0.030679788782668773
20331846,0.9316787217696479,0.01776077343250704,0.03668584912244806,0.28629639155115627,0.5207911442863045,0.05457985546511031
20332106,0.9336472179758802,0.02282385728129949,0.03800399201596806,0.28460579089020954,-0.44905651643229083,-0.03171946838290061
20332030,0.9342735158350787,0.017794905114304038,0.03667450345994901,0.2871556185102837,0.5503662706472585,-0.2537871211614927
20332189,0.9348045048364343,0.013169182343408064,0.04139718009295157,0.2865131841178663,0.031409958094561326,-0.13939259480832883
20331869,0.939396862898002,0.02310585655671215,0.03768463073852296,0.2865880200778351,0.3771823046632582,-0.15475477294023066
20331795,0.9524379466585075,0.024361252090051966,0.039882597889005625,0.28941759924498234,-0.31432049740231127,0.12886584857392522
20332141,0.9534510519663545,0.025579579057833743,0.03420179917986158,0.2921895913795761,-0.5021744377610033,-0.20647058410511787
20332213,0.9575287923326422,0.013519711353602547,0.04347040869562169,0.29293448931186905,-0.16122846675972902,-0.3572804572522159
20331754,0.9587236847269196,0.025615340883198945,0.03576846307385229,0.2931518830776474,0.5626686176828135,0.08608704903875938
20332086,0.9590708279753433,0.01973645628240929,0.036367514053802036,0.294927700204077,-0.6029901150706374,-0.11813719214911717
20332048,0.9638127065838331,0.018723151972557504,0.03803389867239813,0.2960129022008928,0.2933515054418937,-0.05153787746438076
20331854,0.9645085991323039,0.019397853647672395,0.04083338352832895,0.29462022339737937,0.5630700275132722,0.10818578932295715
20331945,0.9660212675570979,0.023441704810690585,0.0424750499001996,0.292955662632036,0.2903795134349993,0.2141045104605654
20331727,0.9663114127460719,0.012620900682137573,0.03393213572854291,0.30093076949037334,0.33863752724982016,0.11204608538095946
20332191,0.9669918015124601,0.020573910303705548,0.037404297265281036,0.29677048177027765,0.5422596654641743,0.3104275166526696
20331734,0.9724917968537472,0.02001946851595085,0.036688908626942185,0.2991463217991277,0.379625030454162,0.002445437900510674
20331913,0.9739462191427822,0.018025034250297032,0.03349685747457663,0.3018919662268734,0.6135058526069473,0.1457255346767736
20331826,0.9799995220842491,0.017667855610914336,0.03836003547750421,0.30159720441902615,0.3786680233847736,-0.01176428826965576
20331919,0.9804926762445197,0.02465362834265869,0.045189620758483054,0.2960182055880455,-0.4995004951415893,0.11568262779765053
20332195,0.9837803569894417,0.016856814087512863,0.04690936186066316,0.2988531667036447,0.09057211090390108,-0.315297170825928
20331752,0.9882518485867862,0.014598341114839037,0.03804059133847904,0.30553087348807617,-0.3993425861607935,-0.11813970059514677
20332079,0.9885687041227343,0.018322929528575393,0.038163672654690624,0.30433342187070767,0.10182786262231337,-0.060887926078051345
20332153,0.9908067649244112,0.02887430964190802,0.03992015968063872,0.30068407192051505,0.21707351432039917,0.11449910474052295
20331802,0.9955974256042937,0.014981769784930188,0.03864271457085829,0.307550527987692,0.5283125868529637,0.0753118958548068
20331868,0.9970613042791949,0.02017492113710362,0.03715657301077232,0.30705050787531096,-0.5387187525165582,0.12806810329570975
20331809,1.0040590109738317,0.02216067082839708,0.038003992015968054,0.30829745070716086,0.3896954084343668,0.06392866137423293
20332061,1.0078748847926726,0.024896610173215587,0.03364922079838407,0.31083481447396033,-0.14945161116019748,0.10879582103589877
20332089,1.0084164787928884,0.017855751092822343,0.037406999827584185,0.3114834093195633,-0.4426479567114426,-0.01711707723848932
20332072,1.0103937947757813,0.012879459125849148,0.03656686626746508,0.3142213454162448,0.6381530461712365,-0.0501817932153533
20331857,1.010618797622644,0.011995749749854071,0.04654690618762475,0.3096008961971176,0.40303719651885916,-0.10829023509639668
20331932,1.0133449511400543,0.015005133403366601,0.03800399201596807,0.31377794323757857,-0.47774953181555885,-0.014124726607709557
20332185,1.023343890350025,0.01655639619833523,0.04004273107943462,0.31557446584417925,-0.6082864008782929,-0.07397250176019098
20332179,1.0249675741233748,0.013675290590718071,0.041712366421555735,0.31624124463344105,0.4868217227706811,0.10224182869691054
20332131,1.0295848793253934,0.011401222040466117,0.040677195823903854,0.31905595451635715,-0.3642245288319515,0.07375280651154623
20332140,1.03357083934661,0.016326806788370368,0.039559973140100124,0.31930135761602985,0.2572306840485543,-0.21365321165870402
20331775,1.0346322822510647,0.0331818622751386,0.04167664670658683,0.3129784833053486,0.3962174393764342,-0.15093684780631847
20332091,1.0351513166061819,0.018770461818443475,0.038689881931809375,0.3194486772966748,-0.59629578708865,0.027228647062035795
20331984,1.038085024286863,0.023549358472538667,0.033852295409181644,0.3212524075668506,0.5605789058055135,0.05033589856420614
20331892,1.0391265396344684,0.01649503890813067,0.035289421157684624,0.3232324563299369,0.31031967112427206,0.007818211454822312
20332175,1.0463964273607154,0.014454942037020253,0.04359281437125747,0.3221840879222696,0.6107055636604142,0.16792447778959838
20331922,1.048437090921613,0.04223003484911393,0.03517474073089649,0.31781498165871813,0.11361974215678501,-0.09854770610396793
20332155,1.0489870369667493,0.021561307684554415,0.04020034017865594,0.322375073004737,-0.3025658770706711,-0.19358755928609894
20332188,1.0508012869458474,0.0301491864519558,0.041516966067864286,0.3194588837973651,-0.057072543041607776,0.022679573744075473
20332053,1.051928570831543,0.015231552426832863,0.03964134958567615,0.3257449980087319,-0.5099222320460861,0.13791847188169187
20331981,1.0667106831143258,0.018291242422423783,0.03636348570621809,0.33129140404419166,0.6330031767394371,0.11248669374401585
20331830,1.071374212673294,0.02141398953645255,0.04191616766467065,0.32902865721327845,-0.5593123156133731,0.08444972934562277
20332096,1.074494014424122,0.021259206311787293,0.036613357987840385,0.332771590376858,0.2563580424241628,-0.04873053343520689
20331847,1.0753891534986262,0.02750976581429588,0.043832335329341304,0.32737696156343943,-0.2854856461494619,0.23564841453535848
20331737,1.0760245337714753,0.02249834237769937,0.041996007984031934,0.33017739313924266,0.41803032453041394,5.085278496098655e-05
20332065,1.0761569558926591,0.02117091937883417,0.03616766467065868,0.3335781798359456,0.45103915379699727,-0.13770630519799215
20332128,1.079694162732552,0.01476578741818503,0.042116227388747964,0.333918011410415,0.5057707030104027,0.17295813039839558
20332129,1.0819456690235252,0.02626967373530554,0.04051545639361546,0.33163427023259884,0.49590168409322977,-0.14762986008979495
20331771,1.0824605711080866,0.02886488661593683,0.03532323505631242,0.33353694396922706,0.4137897017455163,0.06471792502085794
20331956,1.0854253467826787,0.03103536854626452,0.04031936127744512,0.3313036454400822,-0.35435368363109504,0.17585274625496913
20332018,1.0909328684072548,0.016608146584502496,0.03238297474984566,0.34191675323266124,-0.3238726950178963,-0.05229277015550427
20332098,1.0927817348652076,0.028356509788816542,0.03916973971584216,0.33522353850087594,-0.5491860250652266,-0.19272913318201362
20332014,1.0930559428283348,0.025152039468293905,0.037565067852479615,0.33718543386044053,-0.6405364066612796,-0.1800444823638753
20332149,1.0939880135186546,0.02261762652992239,0.04122903482512861,0.3365089449170131,0.4892675422286342,-0.034254149981711425
